Why are you interested in joining SCOPE Consulting? (100 - 200 words),"What skills, expertise and knowledge will you bring to SCOPE Consulting and your team?",What do you hope to gain from this experience?,Is there anything else you would like SCOPE board to know?
"['scope', 'consulting', 'offers', 'platform', 'grow', 'professionally', 'collaboratively', 'feel', 'skills', 'impact', 'performance', 'reach', 'corporate', 'level', 'outside', 'college', 'along', 'diversity', 'provided', 'form', 'majors', 'backgrounds', 'grant', 'opportunity', 'learn', 'others', 'read', 'largely', 'different', 'projects', 'scope', 'taken', 'see', 'real', 'world', 'experience', 'help', 'apply', 'knowledge', 'furthermore', 'appreciate', 'work', 'done', 'improve', 'community', 'would', 'love', 'part', 'involved', 'planning', 'organizing', 'service', 'leadership', 'projects', 'community', 'hometown', 'skill', 'know', 'able', 'improve', 'scope', 'along', 'professional', 'development', 'feel', 'find', 'like', 'minded', 'driven', 'community']","['believe', 'ability', 'bring', 'people', 'together', 'coordinate', 'work', 'makes', 'teams', 'work', 'effiecently', 'also', 'fun', 'along', 'dealt', 'finances', 'organizations', 'military', 'funding', 'feel', 'apply', 'skill', 'consulting']","['sophomore', 'ie', 'want', 'gain', 'hands', 'experience', 'field', 'reading', 'different', 'projects', 'scope', 'taken', 'homeless', 'services', 'real', 'estate', 'genomics', 'know', 'gain', 'variety', 'knowledge', 'also', 'able', 'help', 'impact', 'community', 'along', 'noticed', 'much', 'diversity', 'majors', 'consultants', 'extremely', 'valuable', 'collabaritive', 'work']","['fun', 'fact', 'love', 'crochet']"
"['interested', 'joining', 'scope', 'consulting', 'would', 'like', 'pursue', 'career', 'healthcare', 'consulting', 'science', 'major', 'business', 'minors', 'hope', 'help', 'healthcare', 'providers', 'develop', 'services', 'business', 'scope', 'consulting', 'allow', 'develop', 'skills', 'learn', 'accomplish', 'goals', 'additionally', 'attending', 'callout', 'meeting', 'intrigued', 'culture', 'scope', 'developed', 'developing', 'new', 'consulting', 'skills', 'hope', 'apart', 'community', 'bigger', 'found', 'scopes', 'value', 'system', 'importance', 'held', 'diversity', 'belonging', 'helping', 'others', 'similar', 'community', 'hope', 'join', 'sparked', 'interest']","['chemistry', 'major', 'business', 'minors', 'frequently', 'exposed', 'wide', 'variety', 'subjects', 'unique', 'ways', 'thinking', 'stem', 'background', 'teaches', 'new', 'ways', 'problem', 'solve', 'scientific', 'fundamentals', 'behind', 'many', 'global', 'issues', 'business', 'minors', 'educate', 'operational', 'aspects', 'business', 'creative', 'ways', 'implement', 'new', 'ideas', 'last', 'year', 'served', 'teachers', 'assistant', 'entrepreneurship', 'course', 'allowed', 'expand', 'leadership', 'skills', 'start', 'knowledge', 'past', 'summer', 'interned', 'healthcare', 'venture', 'capital', 'firm', 'indianapolis', 'boomerang', 'ventures', 'internship', 'taught', 'new', 'skills', 'analyzing', 'healthcare', 'startups', 'offering', 'insights', 'mitigate', 'existing', 'issues', 'new', 'skills', 'challenged', 'work', 'high', 'stress', 'environment', 'frequent', 'deadlines', 'taught', 'work', 'team', 'full', 'different', 'thought', 'processes', 'backgrounds', 'scope', 'consulting', 'presume', 'challenged', 'similar', 'tasks', 'looking', 'new', 'issues', 'businesses', 'face', 'expected', 'produce', 'creative', 'solutions', 'team', 'full', 'unique', 'individuals']","['hope', 'real', 'world', 'experience', 'teach', 'think', 'outside', 'box', 'work', 'team', 'young', 'driven', 'individuals', 'think', 'differently', 'long', 'term', 'eventually', 'hope', 'work', 'healthcare', 'consulting', 'experience', 'allow', 'get', 'relevant', 'experience', 'consulting', 'field', 'additionally', 'hope', 'join', 'community', 'filled', 'driven', 'individuals', 'value', 'diversity', 'authenticity', 'creativity', 'scope', 'consulting', 'provide', 'resources', 'necessary', 'learn', 'grow', 'individual', 'within', 'consulting', 'world', 'purdue', 'community', 'challenging', 'thought', 'provoking', 'projects']",[]
"['always', 'fascinated', 'ability', 'engineers', 'intertwine', 'various', 'fields', 'business', 'scope', 'seems', 'club', 'perfectly', 'fit', 'role', 'poses', 'networking', 'benefits', 'wonderful', 'resume', 'addition', 'would', 'love', 'experience', 'knowledge', 'others', 'hold', 'club', 'provide', 'say', 'businesses', 'startups', 'larger']","['people', 'person', 'love', 'talking', 'conversing', 'understanding', 'sympathizing', 'others', 'feel', 'though', 'may', 'provide', 'light', 'room', 'keep', 'people', 'motivated', 'task', 'also', 'bring', 'across', 'resilient', 'persistent', 'attitude', 'enabling', 'keep', 'pushing', 'toward', 'goals', 'keeping', 'others', 'attitude', 'acquired', 'dozen', 'ap', 'courses', 'took', 'alongside', 'working', 'near', 'fulltime', 'hours', 'restaurant', 'coaching', 'jobs', 'high', 'school', 'feel', 'confident', 'able', 'stand', 'despite', 'facing', 'numerous', 'forms', 'adversity', 'also', 'fairly', 'developed', 'understanding', 'mathematics', 'various', 'sciences', 'something', 'may', 'work', 'interdisciplinarily', 'numerous', 'majors', 'create', 'collaborative', 'environment', 'experience', 'ap', 'classes', 'also', 'provided', 'experience', 'array', 'subjects', 'may', 'ability', 'collaborate', 'effectively']","['deeper', 'understanding', 'careers', 'businesses', 'world', 'directly', 'apply', 'major', 'friends', 'diverse', 'backgrounds', 'life', 'goals', 'may', 'show', 'different', 'ways', 'life', 'school', 'world', 'around', 'networking', 'system', 'involving', 'people', 'businesses', 'interact', 'enabling', 'chances', 'acquire', 'internships', 'research', 'opportunities', 'importantly', 'fun', 'time']",
"['interested', 'joining', 'scope', 'consulting', 'pursue', 'dream', 'becoming', 'consultant', 'consulting', 'always', 'end', 'career', 'goal', 'want', 'get', 'much', 'experience', 'possible', 'young', 'get', 'field', 'quickly', 'possible', 'love', 'helping', 'companies', 'succeed', 'love', 'helping', 'companies', 'solve', 'problems', 'project', 'work', 'task', 'ever', 'received', 'worked', 'make', 'task', 'problem', 'better', 'want', 'help', 'improve', 'quality', 'work', 'companies', 'project', 'look', 'forward', 'gaining', 'experience', 'help', 'real', 'world']","['two', 'summers', 'worth', 'internship', 'experience', 'harleydavidson', 'motor', 'company', 'tennessee', 'valley', 'authority', 'experience', 'python', 'excel', 'matlab', 'love', 'data', 'analytics', 'great', 'communication', 'teamwork', 'skills', 'capable', 'interacting', 'professionals']","['hope', 'gain', 'better', 'understanding', 'daytoday', 'life', 'consultant', 'interested', 'see', 'process', 'consultant', 'takes', 'receiving', 'problem', 'way', 'final', 'deliverable', 'hope', 'interact', 'multiple', 'different', 'companies', 'lots', 'peers', 'solve', 'problem']",
"['ive', 'previous', 'manufacturing', 'experience', 'procter', 'gamble', 'textron', 'aviation', 'looking', 'learn', 'consulting', 'hopefully', 'try', 'potential', 'career']","['ive', 'worked', 'variety', 'industries', 'shaped', 'way', 'approach', 'problems', 'unique', 'perspective', 'combined', 'good', 'leadership', 'skills', 'allow', 'properly', 'communicate', 'team', 'bring', 'ideas', 'soft', 'skills', 'combined', 'technicalengineering', 'skills', 'useful', 'getting', 'grasp', 'problem', 'executing', 'solution']","['hope', 'meet', 'like', 'minded', 'individuals', 'constantly', 'trying', 'improve', 'propel', 'clients', 'forward', 'callout', 'see', 'social', 'media', 'tell', 'scope', 'impressive', 'members', 'team', 'creates', 'real', 'impact']",
"['im', 'interested', 'joining', 'scope', 'consulting', 'finetune', 'improve', 'networking', 'abilities', 'making', 'friends', 'people', 'likeminded', 'interests', 'generally', 'exposure', 'reallife', 'scenarios', 'surrounding', 'business', 'decisions', 'overall', 'think', 'great', 'way', 'transition', 'someone', 'applicationoriented', 'goals', 'motivations', 'passions', 'another', 'reason', 'diversity', 'scope', 'consulting', 'people', 'different', 'walks', 'life', 'part', 'organization', 'think', 'exposed', 'would', 'make', 'better', 'student', 'also', 'better', 'person', 'overall', 'scope', 'consulting', 'seems', 'contain', 'lot', 'elements', 'social', 'academic', 'appeals', 'purdue', 'student', 'engineer', 'human']","['knowledge', 'data', 'analysis', 'regards', 'proficiency', 'coding', 'languages', 'like', 'python', 'matlab', 'think', 'helps', 'field', 'consulting', 'regarding', 'reliability', 'clients', 'would', 'us', 'also', 'also', 'proficient', 'knowledge', 'website', 'design', 'serves', 'important', 'purpose', 'consulting', 'lastly', 'well', 'teams', 'often', 'others', 'see', 'weaknesses', 'better', 'often']","['hope', 'become', 'effective', 'networker', 'wellrounded', 'openminded', 'outlook', 'student', 'body', 'purdue', 'also', 'beyond', 'experience', 'promising', 'equal', 'parts', 'social', 'academic', 'know', 'improve', 'ends']","['im', 'fascinated', 'interested', 'part', 'team']"
"['consulting', 'field', 'always', 'interested', 'never', 'fully', 'explored', 'network', 'diversity', 'scope', 'harbours', 'excited', 'challenge', 'new', 'projectsgetting', 'hands', 'experience', 'something', 'noticed', 'scope', 'well', 'whether', 'bigger', 'companies', 'like', 'whirlpool', 'smaller', 'stores', 'like', 'purdue', 'closet', 'important', 'apply', 'skills', 'learn', 'real', 'life', 'scenarios', 'scope', 'consulting', 'provides', 'opportunity', 'collaborate', 'peers', 'similar', 'skill', 'sets', 'passions', 'expertise', 'would', 'allow', 'bridge', 'gap', 'creativity', 'collaboration', 'well', 'utilising', 'innovative', 'marketing', 'campaigns', 'learnt', 'previous', 'job', 'positions', 'contribute', 'scope']","['coming', 'india', 'developing', 'land', 'endless', 'possibilities', 'ive', 'always', 'knack', 'spotting', 'pursuing', 'entrepreneurial', 'opportunities', 'launching', 'ice', 'cream', 'stall', 'selling', 'vintage', 'comics', 'promoting', 'youtube', 'channel', 'hand', 'made', 'flyers', 'around', 'neighbourhood', 'always', 'interested', 'learning', 'developing', 'new', 'ways', 'innovate', 'new', 'marketing', 'structural', 'changes', 'anything', 'ive', 'working', 'past', 'two', 'years', 'ive', 'chance', 'work', 'two', 'distinct', 'companies', 'ways', 'taught', 'communication', 'teamwork', 'time', 'management', 'leadership', 'qualities', 'hope', 'bring', 'qualities', 'projects', 'would', 'work', 'scope']","['hope', 'better', 'skills', 'well', 'meet', 'new', 'people', 'major', 'interest', 'build', 'community', 'like', 'minded', 'people', 'also', 'able', 'work', 'goes', 'long', 'way', 'cant', 'wait', 'carry', 'job', 'would', 'get', 'graduating', 'purdue']","['positions', 'available', 'scope']"
"['want', 'join', 'scope', 'consulting', 'provides', 'opportunity', 'explore', 'field', 'consulting', 'helping', 'local', 'businesses', 'fascinating', 'see', 'impact', 'university', 'club', 'members', 'small', 'businesses', 'play', 'vital', 'role', 'city', 'like', 'trueblood', 'lthc', 'consulting', 'club', 'would', 'provide', 'ample', 'opportunities', 'gain', 'realworld', 'experiences', 'teach', 'apply', 'skills', 'classroom', 'scope', 'whose', 'partnership', 'junior', 'enterprise', 'global', 'shows', 'dedication', 'helping', 'passionate', 'ambitious', 'young', 'people', 'believe', 'experience', 'would', 'help', 'learn', 'advancing', 'field']","['summer', 'completed', 'internship', 'project', 'trainee', 'amdocs', 'major', 'software', 'services', 'provider', 'telecom', 'companies', 'across', 'world', 'involved', 'identifying', 'technologies', 'used', 'internal', 'product', 'created', 'team', 'maintaining', 'inventory', 'applications', 'along', 'coding', 'also', 'present', 'idea', 'team', 'managers', 'product', 'approved', 'internship', 'based', 'software', 'development', 'able', 'learn', 'lot', 'rd', 'advertising', 'products', 'collaborating', 'team']","['hope', 'learn', 'effectively', 'communicate', 'mediate', 'technical', 'business', 'side', 'project', 'working', 'different', 'clients', 'would', 'like', 'learn', 'skills', 'ideas', 'learn', 'classroom', 'implemented', 'across', 'diverse', 'range', 'projects']","['high', 'school', 'interned', 'local', 'french', 'tutoring', 'institute', 'la', 'connexion', 'francaise', 'pune', 'india', 'opportunity', 'interact', 'students', 'different', 'skill', 'levels', 'charge', 'teaching', 'students', 'writing', 'educational', 'material', 'also', 'learned', 'lot', 'communicating', 'groups', 'people', 'get', 'point', 'across', 'believe', 'soft', 'skills', 'gained', 'internship', 'would', 'help', 'experience', 'scope']"
"['read', 'demographic', 'flyer', 'sent', 'email', 'became', 'intrigued', 'want', 'grow', 'network', 'make', 'numerous', 'connections', 'personal', 'professional', 'addition', 'wanting', 'broaden', 'business', 'skills', 'half', 'major', 'business', 'want', 'ensure', 'business', 'skills', 'honed', 'possible', 'working', 'true', 'professionals', 'consultants', 'killing', 'birds', 'one', 'stone', 'forming', 'said', 'connections', 'would', 'constantly', 'improving', 'business', 'skills', 'mindset']","['extremely', 'social', 'person', 'converse', 'almost', 'social', 'situation', 'also', 'ibe', 'major', 'integrated', 'business', 'engineering', 'add', 'business', 'engineering', 'aspects', 'scope', 'employs']","['hope', 'gain', 'large', 'professional', 'network', 'improve', 'business', 'skills']",
"['understand', 'scope', 'consulting', 'club', 'focuses', 'core', 'ideology', 'offering', 'strategies', 'businesses', 'help', 'grow', 'importantly', 'impact', 'surrounding', 'community', 'positively', 'experiences', 'skills', 'passion', 'aligned', 'core', 'ideology', 'aspect', 'integrating', 'business', 'engineering', 'data', 'analytics', 'also', 'strongly', 'resonates', 'particular', 'anu', 'project', 'featured', 'scope', '2023', 'yearbook', 'intrigued', 'captivating', 'challenge', 'ingenious', 'solutions', 'delivered', 'consultant', 'team', 'prospect', 'collaborating', 'companies', 'need', 'contributing', 'imaginative', 'solutions', 'genuinely', 'exciting', 'sets', 'scope', 'apart', 'global', 'perspective', 'promises', 'diverse', 'range', 'viewpoints', 'truly', 'inspiring', 'facet', 'overall', 'interest', 'scope', 'stems', 'alignment', 'values', 'aspirations', 'offering', 'ideal', 'platform', 'growth', 'consultant']","['finance', 'major', 'concentration', 'data', 'analytics', 'bring', 'various', 'skills', 'expertise', 'knowledge', 'analytical', 'mindset', 'help', 'team', 'derive', 'costefficient', 'solutions', 'creative', 'approach', 'problemsolving', 'delivering', 'solutions', 'working', 'group', 'likeminded', 'individuals', 'past', 'experiences', 'serve', 'cause', 'well', 'qualifying', 'national', 'level', 'events', 'business', 'communications', 'business', 'sustainability', 'entrepreneurship', 'concepts', 'sports', 'management', 'marketing', 'purdue', 'future', 'business', 'leaders', 'america', 'fbla', 'taught', 'importance', 'hard', 'work', 'dedication', 'applying', 'business', 'knowledge', 'real', 'world', 'succeed', 'summer', 'internship', 'experience', 'unique', 'wealth', 'strategies', 'uws', 'broker', 'charles', 'schwab', 'provided', 'invaluable', 'insights', 'wealth', 'management', 'intricacies', 'daily', 'dynamics', 'business', 'operations', 'addition', 'importance', 'teamwork', 'project', 'completion', 'effectively', 'utilizing', 'team', 'members', 'achieve', 'goals', 'efficiently', 'past', 'leadership', 'activities', 'captain', 'soccer', 'team', 'school', 'club', 'level', 'vice', 'president', 'administration', 'beta', 'chi', 'theta', 'vice', 'president', 'chapter', 'events', 'treasurer', 'purdue', 'fbla']","['field', 'consulting', 'resonates', 'well', 'personality', 'work', 'style', 'various', 'lessons', 'would', 'love', 'pull', 'scope', 'enhance', 'improve', 'personal', 'development', 'one', 'main', 'pillars', 'scope', 'concept', 'community', 'service', 'would', 'love', 'satisfaction', 'serving', 'business', 'needs', 'contributing', 'community', 'find', 'happiness', 'seeing', 'ideas', 'possible', 'solutions', 'help', 'small', 'company', 'go', 'good', 'great', 'rather', 'seeing', 'giant', 'company', 'grow', 'become', 'powerful', 'scope', 'also', 'serves', 'place', 'sharpen', 'problemsolving', 'skills', 'important', 'life', 'skill', 'workforce', 'also', 'personal', 'life', 'scope', 'enable', 'develop', 'skill', 'allowing', 'work', 'various', 'projects', 'work', 'around', 'issues', 'require', 'critical', 'thinking', 'skills', 'used', 'furthermore', 'classes', 'take', 'purdue', 'informative', 'great', 'scope', 'give', 'accurate', 'necessary', 'reallife', 'issues', 'learn', 'apply', 'areas', 'technology', 'finance', 'data', 'something', 'important', 'day', 'age', 'live', 'skills', 'learn', 'scope', 'help', 'prepare', 'future', 'whatever', 'task', 'job', 'position', 'hold', 'last', 'least', 'scope', 'home', 'multitude', 'unique', 'majors', 'people', 'many', 'different', 'people', 'various', 'backgrounds', 'excited', 'network', 'group', 'peers', 'future', 'opportunities', 'personal', 'growth', 'scope', 'make', 'change', 'obtaining', 'great', 'mix', 'experiences']","['always', 'passionate', 'clubs', 'dedicate', 'excited', 'join', 'scope', 'unique', 'projects', 'work', 'heightened', 'sense', 'community', 'club', 'based', 'bring', 'energy', 'enthusiasm', 'scope', 'consulting', 'derive', 'unique', 'solutions', 'ultimately', 'help', 'grow', 'club']"
